customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
558,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.67,252.74,No
559,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.84,1292.76,Yes
560,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.65,2556.0,No
561,Female,1,No,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,53.26,1538.33,No
562,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,85.79,2665.72,Yes
563,Male,0,No,Yes,42,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.6,3247.69,No
564,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,96.94,5287.88,No
565,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.82,572.17,No
566,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),92.79,1491.77,No
567,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),74.32,2276.7,No
568,Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,56.16,1331.71,No
569,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.72,1940.09,No
570,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.56,,No
571,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,83.02,656.89,No
572,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.4,567.35,No
573,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),67.24,419.39,Yes
574,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.53,178.93,No
575,Male,1,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,57.88,1439.57,No
576,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),110.09,108.55,Yes
577,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,91.61,2507.94,Yes
578,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,431.48,Yes
579,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,40.67,196.27,No
580,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.2,433.89,Yes
581,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),88.65,1728.89,No
582,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),57.54,1652.62,No
583,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.0,3699.46,Yes
584,Female,1,No,No,38,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),75.17,2892.09,Yes
585,Female,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.44,6258.16,Yes
586,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.78,488.37,Yes
587,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),85.36,4116.96,No
588,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.19,2835.26,No
589,Female,1,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.89,4151.51,Yes
590,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.08,,No
591,Male,1,Yes,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),75.37,5016.72,No
592,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,84.35,964.07,No
593,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.95,1765.8,No
594,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.74,141.99,No
595,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,68.58,659.84,Yes
596,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.84,456.84,No
597,Male,0,No,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,68.23,391.1,No
598,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.52,210.94,Yes
599,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,84.45,2587.27,Yes
600,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.1,,Yes
601,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.6,207.84,Yes
602,Female,1,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,78.31,225.37,No
603,Female,1,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,47.27,768.49,No
604,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,82.93,405.02,No
605,Male,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.61,118.9,No
606,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.19,1376.6,Yes
607,Male,0,No,Yes,21,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.41,1403.41,Yes
608,Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.11,184.92,No
609,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.4,82.44,No
610,Female,0,No,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),84.99,414.96,Yes
611,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.91,5578.75,No
612,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.62,982.83,Yes
613,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),77.25,1330.68,No
614,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.92,361.64,No
615,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.17,1231.36,Yes
616,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,61.98,60.39,Yes
617,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,67.78,,No
618,Female,1,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.1,1008.37,Yes
619,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,69.89,716.85,No
620,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.72,168.95,Yes
621,Female,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,79.38,1838.88,No
622,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,75.52,5639.18,No
623,Male,1,No,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.99,689.79,No
624,Female,1,No,No,19,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),50.12,994.77,No
625,Male,0,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.84,4376.76,No
626,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.37,967.08,No
627,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,70.36,860.37,Yes
628,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.46,2558.27,No
629,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.16,166.41,Yes
630,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.45,1371.07,No
631,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.58,111.41,No
632,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,53.41,Yes
633,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.34,1177.43,No
634,Male,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,50.76,105.1,No
635,Female,0,No,No,24,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),61.16,1489.19,No
636,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.19,712.31,Yes
637,Male,1,Yes,No,15,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.18,1011.95,No
638,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.37,123.83,No
639,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.81,212.18,Yes
640,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.14,1422.53,No
641,Female,1,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.04,2013.23,No
642,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),85.14,175.37,No
643,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.11,126.64,No
644,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.92,3473.98,No
645,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.12,67.42,Yes
646,Male,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),78.19,3119.21,No
647,Male,0,No,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,69.14,952.27,No
648,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,74.35,780.54,No
649,Female,1,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,54.67,395.14,No
650,Male,1,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.88,137.23,No
651,Male,0,No,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),66.68,487.16,No
652,Female,1,Yes,No,43,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.26,3269.34,Yes
653,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.38,940.03,Yes
654,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),54.03,1157.05,No
655,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,92.04,3042.51,Yes
656,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,75.69,385.25,No
657,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.22,522.03,Yes
658,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,213.34,No
659,Female,1,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,540.36,No
660,Female,0,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.47,445.54,No
661,Female,1,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.5,446.72,No
662,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.88,4227.85,No
663,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),70.42,732.97,No
664,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,58.33,57.99,No
665,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),78.34,1123.78,No
666,Male,1,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.4,253.66,No
667,Female,1,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.2,691.48,No
668,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.81,5952.64,No
669,Male,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),69.4,875.65,No
670,Male,0,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),53.25,637.52,No
671,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.1,398.35,No
672,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,81.43,165.15,No
673,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.2,512.84,Yes
674,Female,0,No,Yes,50,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.16,3612.34,No
675,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.44,1870.63,No
676,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,78.61,,No
677,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,69.79,No
678,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.76,2258.35,Yes
679,Female,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.34,2441.93,Yes
680,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.4,3463.01,No
681,Female,1,Yes,Yes,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,46.45,267.66,No
682,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.19,1373.16,No
683,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,58.16,948.91,No
684,Female,1,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.79,2012.49,Yes
685,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,38.65,722.65,No
686,Female,1,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),85.11,178.32,No
687,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.79,6131.62,No
688,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,112.9,227.28,Yes
689,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.72,405.23,Yes
690,Female,0,No,No,33,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,70.96,2361.47,No
691,Female,0,No,No,19,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.55,784.69,No
692,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.73,3166.38,No
693,Male,0,Yes,Yes,14,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),51.27,686.71,No
694,Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),73.43,644.53,No
695,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.33,1422.19,No
696,Female,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,,No
697,Male,1,No,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.48,3032.94,No
698,Female,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,511.65,Yes
699,Female,0,No,No,37,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.87,2575.86,Yes
700,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.21,196.2,No
701,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.87,554.39,Yes
702,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.51,2999.96,Yes
703,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.57,1299.74,No
704,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.55,893.4,No
705,Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,572.52,No
706,Male,0,Yes,No,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.94,1766.47,No
707,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,92.52,4506.36,No
708,Female,0,No,Yes,11,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.37,730.1,No
709,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),82.2,255.27,No
710,Female,1,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.51,,No
711,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,93.98,No
712,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.84,301.82,No
713,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,52.54,822.33,No
714,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.89,164.79,Yes
715,Female,0,Yes,Yes,0,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.0,,No
716,Female,0,No,Yes,0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),59.53,,Yes
717,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.12,3069.0,No
718,Female,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.31,1220.01,No
719,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.96,803.19,No
720,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),77.14,3515.04,No
721,Female,1,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),41.79,43.5,No
722,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.29,6324.88,No
723,Female,0,No,No,19,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),59.92,1113.48,No
724,Male,1,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.95,304.46,No
725,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.94,2216.68,No
726,Male,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,494.54,No
727,Male,0,No,Yes,11,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,60.09,688.06,No
728,Male,0,No,Yes,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,70.22,2785.41,No
729,Male,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,97.89,297.95,No
730,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.75,137.31,No
731,Male,1,No,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,75.88,72.43,Yes
732,Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),54.0,225.33,Yes
733,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,106.37,538.65,No
734,Female,0,Yes,No,49,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,42.24,2172.02,No
735,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),47.99,48.17,No
736,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.03,898.83,Yes
737,Female,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),90.84,1302.13,Yes
738,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,67.55,3079.79,Yes
739,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.92,7532.45,Yes
740,Female,0,No,Yes,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),86.98,2413.87,No
741,Male,1,Yes,No,70,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.83,4013.66,No
742,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,70.33,2052.15,Yes
743,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,55.09,3808.79,No
744,Male,1,Yes,Yes,24,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),60.19,1516.09,Yes
